,label,cls,id,sample,original_duration,segments_6sec,segment_type,segment_number,duration,start_sec,stop_sec,original_path,comment,path,count,original_dir_cls
1245,FalseSounds (103),0,2457,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (103).mp3,augs-- ,dataset\train\false\FalseSounds (103) id-2457.mp3,6,Ложь_посторонние_звуки
1246,FalseSounds (103),0,2459,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (103).mp3,augs-- gen white_noise mn2y mxy avg noised_echo pink_noise,dataset\train\false\FalseSounds (103) id-2459.mp3,6,Ложь_посторонние_звуки
1247,FalseSounds (103),0,2461,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (103).mp3,augs-- gen white_noise relu reverse pink_noise,dataset\train\false\FalseSounds (103) id-2461.mp3,6,Ложь_посторонние_звуки
1248,FalseSounds (103),0,2463,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (103).mp3,augs-- gen white_noise relu mx2y noised_echo pink_noise,dataset\train\false\FalseSounds (103) id-2463.mp3,6,Ложь_посторонние_звуки
1249,FalseSounds (103),0,2465,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (103).mp3,augs-- gen white_noise mny,dataset\train\false\FalseSounds (103) id-2465.mp3,6,Ложь_посторонние_звуки
1250,FalseSounds (103),0,2467,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (103).mp3,augs-- gen white_noise mny mx2y,dataset\train\false\FalseSounds (103) id-2467.mp3,6,Ложь_посторонние_звуки
1251,FalseSounds (104),0,2469,train,7,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (104).mp3,augs-- ,dataset\train\false\FalseSounds (104) id-2469.mp3,7,Ложь_посторонние_звуки
1252,FalseSounds (104),0,2470,train,7,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (104).mp3,augs-- gen white_noise mny mxy slow_down noised_echo,dataset\train\false\FalseSounds (104) id-2470.mp3,7,Ложь_посторонние_звуки
1253,FalseSounds (104),0,2472,train,7,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (104).mp3,augs-- gen mny avg slow_down echo,dataset\train\false\FalseSounds (104) id-2472.mp3,7,Ложь_посторонние_звуки
1254,FalseSounds (104),0,2474,train,7,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (104).mp3,augs-- gen mn2y pink_noise,dataset\train\false\FalseSounds (104) id-2474.mp3,7,Ложь_посторонние_звуки
1255,FalseSounds (104),0,2476,train,7,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (104).mp3,augs-- gen noised_echo pink_noise,dataset\train\false\FalseSounds (104) id-2476.mp3,7,Ложь_посторонние_звуки
1256,FalseSounds (104),0,2478,train,7,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (104).mp3,augs-- gen white_noise avg echo pink_noise,dataset\train\false\FalseSounds (104) id-2478.mp3,7,Ложь_посторонние_звуки
1257,FalseSounds (104),0,2480,train,7,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (104).mp3,augs-- gen white_noise reverse pink_noise,dataset\train\false\FalseSounds (104) id-2480.mp3,7,Ложь_посторонние_звуки
1258,FalseSounds (105),0,2481,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (105).mp3,augs-- ,dataset\val\false\FalseSounds (105) id-2481.mp3,6,Ложь_посторонние_звуки
1259,FalseSounds (105),0,2483,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (105).mp3,augs-- gen repeat mn2y echo pink_noise,dataset\val\false\FalseSounds (105) id-2483.mp3,6,Ложь_посторонние_звуки
1260,FalseSounds (105),0,2485,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (105).mp3,augs-- gen repeat relu echo pink_noise,dataset\val\false\FalseSounds (105) id-2485.mp3,6,Ложь_посторонние_звуки
1261,FalseSounds (105),0,2487,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (105).mp3,augs-- gen repeat mn2y echo pink_noise,dataset\val\false\FalseSounds (105) id-2487.mp3,6,Ложь_посторонние_звуки
1262,FalseSounds (105),0,2489,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (105).mp3,augs-- gen repeat mny mxy echo,dataset\val\false\FalseSounds (105) id-2489.mp3,6,Ложь_посторонние_звуки
1263,FalseSounds (105),0,2491,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (105).mp3,augs-- gen repeat white_noise mx2y pink_noise,dataset\val\false\FalseSounds (105) id-2491.mp3,6,Ложь_посторонние_звуки
1264,FalseSounds (106),0,2493,train,20,6,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- ,dataset\train\false\FalseSounds (106) id-2493.mp3,6,Ложь_посторонние_звуки
1265,FalseSounds (106),0,2495,train,20,6,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen white_noise relu mx2y pink_noise,dataset\train\false\FalseSounds (106) id-2495.mp3,6,Ложь_посторонние_звуки
1266,FalseSounds (106),0,2497,train,20,6,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen white_noise mny reverse pink_noise,dataset\train\false\FalseSounds (106) id-2497.mp3,6,Ложь_посторонние_звуки
1267,FalseSounds (106),0,2499,train,20,6,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen mny mx2y echo pink_noise,dataset\train\false\FalseSounds (106) id-2499.mp3,6,Ложь_посторонние_звуки
1268,FalseSounds (106),0,2501,train,20,6,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen relu mxy avg noised_echo pink_noise,dataset\train\false\FalseSounds (106) id-2501.mp3,6,Ложь_посторонние_звуки
1269,FalseSounds (106),0,2503,train,20,6,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen white_noise relu noised_echo pink_noise,dataset\train\false\FalseSounds (106) id-2503.mp3,6,Ложь_посторонние_звуки
1270,FalseSounds (106),0,2505,train,20,6,segment,4,6,12,18,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- ,dataset\train\false\FalseSounds (106) id-2505.mp3,7,Ложь_посторонние_звуки
1271,FalseSounds (106),0,2506,train,20,6,segment,4,6,12,18,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen relu mx2y echo pink_noise,dataset\train\false\FalseSounds (106) id-2506.mp3,7,Ложь_посторонние_звуки
1272,FalseSounds (106),0,2508,train,20,6,segment,4,6,12,18,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen mxy avg echo,dataset\train\false\FalseSounds (106) id-2508.mp3,7,Ложь_посторонние_звуки
1273,FalseSounds (106),0,2510,train,20,6,segment,4,6,12,18,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen relu pink_noise,dataset\train\false\FalseSounds (106) id-2510.mp3,7,Ложь_посторонние_звуки
1274,FalseSounds (106),0,2512,train,20,6,segment,4,6,12,18,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen mn2y pink_noise,dataset\train\false\FalseSounds (106) id-2512.mp3,7,Ложь_посторонние_звуки
1275,FalseSounds (106),0,2514,train,20,6,segment,4,6,12,18,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen mny mxy noised_echo,dataset\train\false\FalseSounds (106) id-2514.mp3,7,Ложь_посторонние_звуки
1276,FalseSounds (106),0,2516,train,20,6,segment,4,6,12,18,CallsDataset\Ложь_посторонние_звуки\FalseSounds (106).mp3,augs-- gen mn2y mx2y pink_noise,dataset\train\false\FalseSounds (106) id-2516.mp3,7,Ложь_посторонние_звуки
1277,FalseSounds (107),0,2517,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (107).mp3,augs-- ,dataset\train\false\FalseSounds (107) id-2517.mp3,6,Ложь_посторонние_звуки
1278,FalseSounds (107),0,2519,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (107).mp3,augs-- gen repeat relu noised_echo,dataset\train\false\FalseSounds (107) id-2519.mp3,6,Ложь_посторонние_звуки
1279,FalseSounds (107),0,2521,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (107).mp3,augs-- gen repeat white_noise mn2y mx2y avg,dataset\train\false\FalseSounds (107) id-2521.mp3,6,Ложь_посторонние_звуки
1280,FalseSounds (107),0,2523,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (107).mp3,augs-- gen repeat white_noise mny mx2y pink_noise,dataset\train\false\FalseSounds (107) id-2523.mp3,6,Ложь_посторонние_звуки
1281,FalseSounds (107),0,2525,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (107).mp3,augs-- gen repeat white_noise avg pink_noise,dataset\train\false\FalseSounds (107) id-2525.mp3,6,Ложь_посторонние_звуки
1282,FalseSounds (107),0,2527,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (107).mp3,augs-- gen repeat mny avg,dataset\train\false\FalseSounds (107) id-2527.mp3,6,Ложь_посторонние_звуки
1283,FalseSounds (108),0,2529,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (108).mp3,augs-- ,dataset\train\false\FalseSounds (108) id-2529.mp3,7,Ложь_посторонние_звуки
1284,FalseSounds (108),0,2530,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (108).mp3,augs-- gen repeat white_noise avg echo pink_noise,dataset\train\false\FalseSounds (108) id-2530.mp3,7,Ложь_посторонние_звуки
1285,FalseSounds (108),0,2532,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (108).mp3,augs-- gen repeat white_noise relu pink_noise,dataset\train\false\FalseSounds (108) id-2532.mp3,7,Ложь_посторонние_звуки
1286,FalseSounds (108),0,2534,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (108).mp3,augs-- gen repeat white_noise mxy avg,dataset\train\false\FalseSounds (108) id-2534.mp3,7,Ложь_посторонние_звуки
1287,FalseSounds (108),0,2536,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (108).mp3,augs-- gen repeat mny mx2y slow_down pink_noise,dataset\train\false\FalseSounds (108) id-2536.mp3,7,Ложь_посторонние_звуки
1288,FalseSounds (108),0,2538,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (108).mp3,augs-- gen repeat mny,dataset\train\false\FalseSounds (108) id-2538.mp3,7,Ложь_посторонние_звуки
1289,FalseSounds (108),0,2540,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (108).mp3,augs-- gen repeat mn2y mxy echo reverse,dataset\train\false\FalseSounds (108) id-2540.mp3,7,Ложь_посторонние_звуки
1290,FalseSounds (109),0,2541,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (109).mp3,augs-- ,dataset\train\false\FalseSounds (109) id-2541.mp3,6,Ложь_посторонние_звуки
1291,FalseSounds (109),0,2543,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (109).mp3,augs-- gen repeat mny,dataset\train\false\FalseSounds (109) id-2543.mp3,6,Ложь_посторонние_звуки
1292,FalseSounds (109),0,2545,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (109).mp3,augs-- gen repeat mny avg pink_noise,dataset\train\false\FalseSounds (109) id-2545.mp3,6,Ложь_посторонние_звуки
1293,FalseSounds (109),0,2547,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (109).mp3,augs-- gen repeat mxy avg echo pink_noise,dataset\train\false\FalseSounds (109) id-2547.mp3,6,Ложь_посторонние_звуки
1294,FalseSounds (109),0,2549,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (109).mp3,augs-- gen repeat mny avg noised_echo,dataset\train\false\FalseSounds (109) id-2549.mp3,6,Ложь_посторонние_звуки
1295,FalseSounds (109),0,2551,train,3,0,full_audio,0,3,0,3,CallsDataset\Ложь_посторонние_звуки\FalseSounds (109).mp3,augs-- gen repeat mny mx2y avg slow_down,dataset\train\false\FalseSounds (109) id-2551.mp3,6,Ложь_посторонние_звуки
1296,FalseSounds (11),0,2553,val,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (11).mp3,augs-- ,dataset\val\false\FalseSounds (11) id-2553.mp3,7,Ложь_посторонние_звуки
1297,FalseSounds (11),0,2554,val,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (11).mp3,augs-- gen repeat avg,dataset\val\false\FalseSounds (11) id-2554.mp3,7,Ложь_посторонние_звуки
1298,FalseSounds (11),0,2556,val,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (11).mp3,augs-- gen repeat white_noise mxy avg noised_echo pink_noise,dataset\val\false\FalseSounds (11) id-2556.mp3,7,Ложь_посторонние_звуки
1299,FalseSounds (11),0,2558,val,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (11).mp3,augs-- gen repeat white_noise mn2y noised_echo,dataset\val\false\FalseSounds (11) id-2558.mp3,7,Ложь_посторонние_звуки
1300,FalseSounds (11),0,2560,val,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (11).mp3,augs-- gen repeat white_noise mn2y noised_echo pink_noise,dataset\val\false\FalseSounds (11) id-2560.mp3,7,Ложь_посторонние_звуки
1301,FalseSounds (11),0,2562,val,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (11).mp3,augs-- gen repeat relu pink_noise,dataset\val\false\FalseSounds (11) id-2562.mp3,7,Ложь_посторонние_звуки
1302,FalseSounds (11),0,2564,val,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (11).mp3,augs-- gen repeat mny avg noised_echo,dataset\val\false\FalseSounds (11) id-2564.mp3,7,Ложь_посторонние_звуки
1303,FalseSounds (110),0,2565,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (110).mp3,augs-- ,dataset\train\false\FalseSounds (110) id-2565.mp3,7,Ложь_посторонние_звуки
1304,FalseSounds (110),0,2566,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (110).mp3,augs-- gen repeat white_noise noised_echo,dataset\train\false\FalseSounds (110) id-2566.mp3,7,Ложь_посторонние_звуки
1305,FalseSounds (110),0,2568,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (110).mp3,augs-- gen repeat pink_noise,dataset\train\false\FalseSounds (110) id-2568.mp3,7,Ложь_посторонние_звуки
1306,FalseSounds (110),0,2570,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (110).mp3,augs-- gen repeat mx2y avg slow_down noised_echo pink_noise,dataset\train\false\FalseSounds (110) id-2570.mp3,7,Ложь_посторонние_звуки
1307,FalseSounds (110),0,2572,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (110).mp3,augs-- gen repeat white_noise mny mxy avg noised_echo,dataset\train\false\FalseSounds (110) id-2572.mp3,7,Ложь_посторонние_звуки
1308,FalseSounds (110),0,2574,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (110).mp3,augs-- gen repeat white_noise avg slow_down noised_echo pink_noise,dataset\train\false\FalseSounds (110) id-2574.mp3,7,Ложь_посторонние_звуки
1309,FalseSounds (110),0,2576,train,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (110).mp3,augs-- gen repeat mn2y,dataset\train\false\FalseSounds (110) id-2576.mp3,7,Ложь_посторонние_звуки
1310,FalseSounds (111),0,2577,train,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (111).mp3,augs-- ,dataset\train\false\FalseSounds (111) id-2577.mp3,6,Ложь_посторонние_звуки
1311,FalseSounds (111),0,2579,train,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (111).mp3,augs-- gen repeat white_noise relu avg pink_noise,dataset\train\false\FalseSounds (111) id-2579.mp3,6,Ложь_посторонние_звуки
1312,FalseSounds (111),0,2581,train,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (111).mp3,augs-- gen repeat white_noise echo pink_noise,dataset\train\false\FalseSounds (111) id-2581.mp3,6,Ложь_посторонние_звуки
1313,FalseSounds (111),0,2583,train,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (111).mp3,augs-- gen repeat relu,dataset\train\false\FalseSounds (111) id-2583.mp3,6,Ложь_посторонние_звуки
1314,FalseSounds (111),0,2585,train,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (111).mp3,augs-- gen repeat white_noise relu mx2y slow_down,dataset\train\false\FalseSounds (111) id-2585.mp3,6,Ложь_посторонние_звуки
1315,FalseSounds (111),0,2587,train,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (111).mp3,augs-- gen repeat mny mxy avg slow_down echo,dataset\train\false\FalseSounds (111) id-2587.mp3,6,Ложь_посторонние_звуки
1316,FalseSounds (112),0,2589,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (112).mp3,augs-- ,dataset\train\false\FalseSounds (112) id-2589.mp3,7,Ложь_посторонние_звуки
1317,FalseSounds (112),0,2590,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (112).mp3,augs-- gen white_noise relu pink_noise,dataset\train\false\FalseSounds (112) id-2590.mp3,7,Ложь_посторонние_звуки
1318,FalseSounds (112),0,2592,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (112).mp3,augs-- gen mn2y avg reverse pink_noise,dataset\train\false\FalseSounds (112) id-2592.mp3,7,Ложь_посторонние_звуки
1319,FalseSounds (112),0,2594,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (112).mp3,augs-- gen white_noise mny echo pink_noise,dataset\train\false\FalseSounds (112) id-2594.mp3,7,Ложь_посторонние_звуки
1320,FalseSounds (112),0,2596,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (112).mp3,augs-- gen relu avg pink_noise,dataset\train\false\FalseSounds (112) id-2596.mp3,7,Ложь_посторонние_звуки
1321,FalseSounds (112),0,2598,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (112).mp3,augs-- gen mn2y pink_noise,dataset\train\false\FalseSounds (112) id-2598.mp3,7,Ложь_посторонние_звуки
1322,FalseSounds (112),0,2600,train,12,4,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (112).mp3,augs-- gen relu mx2y avg slow_down noised_echo pink_noise,dataset\train\false\FalseSounds (112) id-2600.mp3,7,Ложь_посторонние_звуки
1323,FalseSounds (114),0,2601,val,10,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (114).mp3,augs-- ,dataset\val\false\FalseSounds (114) id-2601.mp3,6,Ложь_посторонние_звуки
1324,FalseSounds (114),0,2603,val,10,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (114).mp3,augs-- gen mxy slow_down,dataset\val\false\FalseSounds (114) id-2603.mp3,6,Ложь_посторонние_звуки
1325,FalseSounds (114),0,2605,val,10,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (114).mp3,augs-- gen white_noise mny reverse pink_noise,dataset\val\false\FalseSounds (114) id-2605.mp3,6,Ложь_посторонние_звуки
1326,FalseSounds (114),0,2607,val,10,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (114).mp3,augs-- gen mn2y mx2y noised_echo,dataset\val\false\FalseSounds (114) id-2607.mp3,6,Ложь_посторонние_звуки
1327,FalseSounds (114),0,2609,val,10,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (114).mp3,augs-- gen white_noise avg slow_down echo pink_noise,dataset\val\false\FalseSounds (114) id-2609.mp3,6,Ложь_посторонние_звуки
1328,FalseSounds (114),0,2611,val,10,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (114).mp3,augs-- gen white_noise mn2y mxy avg slow_down,dataset\val\false\FalseSounds (114) id-2611.mp3,6,Ложь_посторонние_звуки
1329,FalseSounds (115),0,2613,val,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (115).mp3,augs-- ,dataset\val\false\FalseSounds (115) id-2613.mp3,7,Ложь_посторонние_звуки
1330,FalseSounds (115),0,2614,val,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (115).mp3,augs-- gen repeat white_noise slow_down pink_noise,dataset\val\false\FalseSounds (115) id-2614.mp3,7,Ложь_посторонние_звуки
1331,FalseSounds (115),0,2616,val,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (115).mp3,augs-- gen repeat mn2y,dataset\val\false\FalseSounds (115) id-2616.mp3,7,Ложь_посторонние_звуки
1332,FalseSounds (115),0,2618,val,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (115).mp3,augs-- gen repeat white_noise slow_down noised_echo pink_noise,dataset\val\false\FalseSounds (115) id-2618.mp3,7,Ложь_посторонние_звуки
1333,FalseSounds (115),0,2620,val,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (115).mp3,augs-- gen repeat avg pink_noise,dataset\val\false\FalseSounds (115) id-2620.mp3,7,Ложь_посторонние_звуки
1334,FalseSounds (115),0,2622,val,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (115).mp3,augs-- gen repeat white_noise mn2y avg,dataset\val\false\FalseSounds (115) id-2622.mp3,7,Ложь_посторонние_звуки
1335,FalseSounds (115),0,2624,val,5,0,full_audio,0,5,0,5,CallsDataset\Ложь_посторонние_звуки\FalseSounds (115).mp3,augs-- gen repeat mxy echo pink_noise,dataset\val\false\FalseSounds (115) id-2624.mp3,7,Ложь_посторонние_звуки
1336,FalseSounds (116),0,2625,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (116).mp3,augs-- ,dataset\val\false\FalseSounds (116) id-2625.mp3,6,Ложь_посторонние_звуки
1337,FalseSounds (116),0,2627,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (116).mp3,augs-- gen repeat relu mxy,dataset\val\false\FalseSounds (116) id-2627.mp3,6,Ложь_посторонние_звуки
1338,FalseSounds (116),0,2629,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (116).mp3,augs-- gen repeat mny reverse pink_noise,dataset\val\false\FalseSounds (116) id-2629.mp3,6,Ложь_посторонние_звуки
1339,FalseSounds (116),0,2631,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (116).mp3,augs-- gen repeat relu mx2y avg,dataset\val\false\FalseSounds (116) id-2631.mp3,6,Ложь_посторонние_звуки
1340,FalseSounds (116),0,2633,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (116).mp3,augs-- gen repeat mn2y noised_echo,dataset\val\false\FalseSounds (116) id-2633.mp3,6,Ложь_посторонние_звуки
1341,FalseSounds (116),0,2635,val,1,0,full_audio,0,1,0,1,CallsDataset\Ложь_посторонние_звуки\FalseSounds (116).mp3,augs-- gen repeat white_noise noised_echo reverse pink_noise,dataset\val\false\FalseSounds (116) id-2635.mp3,6,Ложь_посторонние_звуки
1342,FalseSounds (117),0,2637,train,6,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (117).mp3,augs-- ,dataset\train\false\FalseSounds (117) id-2637.mp3,6,Ложь_посторонние_звуки
1343,FalseSounds (117),0,2639,train,6,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (117).mp3,augs-- gen avg echo pink_noise,dataset\train\false\FalseSounds (117) id-2639.mp3,6,Ложь_посторонние_звуки
1344,FalseSounds (117),0,2641,train,6,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (117).mp3,augs-- gen mny noised_echo,dataset\train\false\FalseSounds (117) id-2641.mp3,6,Ложь_посторонние_звуки
1345,FalseSounds (117),0,2643,train,6,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (117).mp3,augs-- gen white_noise relu slow_down reverse pink_noise,dataset\train\false\FalseSounds (117) id-2643.mp3,6,Ложь_посторонние_звуки
1346,FalseSounds (117),0,2645,train,6,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (117).mp3,augs-- gen mn2y avg pink_noise,dataset\train\false\FalseSounds (117) id-2645.mp3,6,Ложь_посторонние_звуки
1347,FalseSounds (117),0,2647,train,6,2,segment,0,6,0,6,CallsDataset\Ложь_посторонние_звуки\FalseSounds (117).mp3,augs-- gen relu,dataset\train\false\FalseSounds (117) id-2647.mp3,6,Ложь_посторонние_звуки
1348,FalseSounds (118),0,2649,train,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (118).mp3,augs-- ,dataset\train\false\FalseSounds (118) id-2649.mp3,7,Ложь_посторонние_звуки
1349,FalseSounds (118),0,2650,train,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (118).mp3,augs-- gen repeat mny mxy avg pink_noise,dataset\train\false\FalseSounds (118) id-2650.mp3,7,Ложь_посторонние_звуки
1350,FalseSounds (118),0,2652,train,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (118).mp3,augs-- gen repeat relu slow_down noised_echo pink_noise,dataset\train\false\FalseSounds (118) id-2652.mp3,7,Ложь_посторонние_звуки
1351,FalseSounds (118),0,2654,train,4,0,full_audio,0,4,0,4,CallsDataset\Ложь_посторонние_звуки\FalseSounds (118).mp3,augs-- gen repeat relu mxy echo pink_noise,dataset\train\false\FalseSounds (118) id-2654.mp3,7,Ложь_посторонние_звуки
